ID,UUID,Versao_Form,Status,Data_Inicio,Hora_Inicio,Data_Fim,Hora_Fim,Duracao_min,Municipio,Cod_IBGE,Comunidade,Cod_Com,Polo,Bloco,Supervisor,Pesquisador,Mobilizador,Latitude,Longitude,Precisao_GPS_m,Foto,Consentimento,Diario_Campo,Link_Evidencia,Upload_Data,Area,Genero,Idade,Escolaridade,Renda,Tempo_Residencia,Q1_QV,Q2_Saude,Q3_Educ,Q4_RelEmpresa,Q5_Prioridade,Q6_Preocupacao,Obs_Aberta
236,UUID-1236,v2.4,Completa,2026-04-21,16:10,2026-04-24,11:59,10,São Miguel do Norte,310007,São José,SM07,Polo 2,B1,Paula,Rafaela,Bruno,-18.2223383623529,-43.9843696737317,20,Sim,Sim,Sim,https://repo/evid/236.jpg,2026-04-12,Urbana,F,28,Fundamental,1200,46,4,4,5,2,Emprego,Água,
237,UUID-1237,v2.4,Completa,2026-04-24,14:15,2026-04-15,17:44,10,Boa Esperança,310005,Santa Rita,BE05,Polo 2,B6,João,Rafaela,Lia,-18.372808345955,-43.2174169696778,16,Sim,Sim,Sim,https://repo/evid/237.jpg,2026-04-23,Urbana,F,51,Fundamental,1200,34,2,5,4,5,Emprego,Transporte,
238,UUID-1238,v2.4,Completa,2026-04-11,11:07,2026-04-14,15:31,19,Serra Azul,310004,Barreiro,SZ04,Polo 2,B6,Marina,Ana,Marcos,-18.6358069309215,-43.7904102471868,13,Sim,Sim,Sim,https://repo/evid/238.jpg,2026-04-20,Rural,F,35,Fundamental,1200,60,3,2,2,4,Saúde,Emprego,
239,UUID-1239,v2.4,Completa,2026-04-24,13:26,2026-04-16,13:14,15,Serra Azul,310004,Barreiro,SZ04,Polo 3,B2,Marina,Carlos,Marcos,-18.5874045426407,-43.8000441687142,12,Sim,Sim,Sim,https://repo/evid/239.jpg,2026-04-12,Rural,M,64,Fundamental,3200,10,3,5,5,2,Educação,Saúde,
240,UUID-1240,v2.4,Completa,2026-04-16,13:17,2026-04-16,13:08,10,Vale Verde,310003,Boa Vista,VV03,Polo 1,B3,Marina,Ana,Bruno,-18.5414210750295,-43.8287986832832,15,Sim,Sim,Sim,https://repo/evid/240.jpg,2026-04-17,Rural,F,47,Superior,4500,58,3,5,3,1,Educação,Transporte,
241,UUID-1241,v2.4,Completa,2026-04-25,15:17,2026-04-10,14:47,23,Serra Azul,310004,Barreiro,SZ04,Polo 2,B3,João,Rafaela,Lia,-18.1081773718634,-43.4082283679675,9,Sim,Sim,Sim,https://repo/evid/241.jpg,2026-04-28,Urbana,M,55,Fundamental,1200,31,2,4,5,4,Saúde,Transporte,
242,UUID-1242,v2.4,Completa,2026-04-12,16:48,2026-04-10,14:13,16,Pedra Branca,310008,Pedreira,PB08,Polo 3,B3,Marina,Tiago,Lia,-18.9840698355453,-43.3309643916425,10,Sim,Sim,Sim,https://repo/evid/242.jpg,2026-04-24,Urbana,M,33,Médio,1800,56,5,2,4,4,Saúde,Emprego,
243,UUID-1243,v2.4,Completa,2026-04-20,16:02,2026-04-19,14:48,25,São Miguel do Norte,310007,São José,SM07,Polo 2,B6,Marina,Rafaela,Bruno,-18.2642392148655,-43.9451883247887,16,Sim,Sim,Sim,https://repo/evid/243.jpg,2026-04-11,Urbana,M,75,Médio,3200,40,2,3,4,2,Saúde,Água,
244,UUID-1244,v2.4,Completa,2026-04-17,16:07,2026-04-25,17:55,21,Vale Verde,310003,Boa Vista,VV03,Polo 2,B3,João,Júlia,Marcos,-18.3197732610782,-43.7228546660061,7,Sim,Sim,Sim,https://repo/evid/244.jpg,2026-04-21,Rural,M,39,Médio,4500,34,2,4,4,4,Água,Emprego,
245,UUID-1245,v2.4,Completa,2026-04-24,09:05,2026-04-22,10:18,12,Serra Azul,310004,Barreiro,SZ04,Polo 1,B2,João,Ana,Marcos,-18.8520459570264,-43.8495019311086,11,Sim,Sim,Sim,https://repo/evid/245.jpg,2026-04-26,Urbana,M,75,Médio,4500,60,3,4,4,4,Educação,Emprego,
246,UUID-1246,v2.4,Completa,2026-04-12,08:55,2026-04-17,16:41,29,Boa Esperança,310005,Santa Rita,BE05,Polo 4,B5,João,Tiago,Marcos,-18.213175637079,-43.5138516083855,21,Sim,Sim,Sim,https://repo/evid/246.jpg,2026-04-27,Rural,M,30,Médio,4500,9,4,2,4,2,Educação,Saúde,
247,UUID-1247,v2.4,Completa,2026-04-11,10:22,2026-04-19,15:10,18,Boa Esperança,310005,Santa Rita,BE05,Polo 3,B2,Marina,Tiago,Marcos,-18.0952888528529,-43.2055427197107,10,Sim,Sim,Sim,https://repo/evid/247.jpg,2026-04-17,Urbana,F,67,Médio,4500,9,5,3,4,2,Emprego,Emprego,
248,UUID-1248,v2.4,Completa,2026-04-14,13:28,2026-04-27,10:34,27,Lagoa Nova,310006,Córrego,LN06,Polo 1,B1,João,Pedro,Lia,-18.0522109459487,-43.0721887102707,9,Sim,Sim,Sim,https://repo/evid/248.jpg,2026-04-10,Rural,M,40,Médio,2500,49,3,5,5,3,Saúde,Transporte,
249,UUID-1249,v2.4,Completa,2026-04-27,09:19,2026-04-10,14:39,22,Rio Claro,310001,Centro,RC01,Polo 4,B3,Marina,Júlia,Lia,-18.3918487903378,-43.8048502535862,21,Sim,Sim,Sim,https://repo/evid/249.jpg,2026-04-17,Rural,F,26,Fundamental,1200,35,5,1,5,2,Educação,Saúde,
250,UUID-1250,v2.4,Completa,2026-04-21,14:09,2026-04-23,13:24,31,Rio Claro,310001,Centro,RC01,Polo 1,B3,João,Júlia,Bruno,-18.0224763717832,-43.1256982642335,7,Sim,Sim,Sim,https://repo/evid/250.jpg,2026-04-16,Rural,M,76,Médio,2500,11,5,4,3,5,Saúde,Água,
